Log_ID,Times,VLan_ID,Department,Device_Type,Protocol,Bandwidth,Packet_Loss_Percent,Downtime_Minutes,Threat_Flag,Location
1352,2026-04-25 20:21:28,VLan40,Sales,Mobile,HTTPS,378,0.61,7,NO,Tamale
1353,2026-09-04 07:18:13,VLan40,Sales,Router,FTP,168,1.71,1,NO,KUMASI
1354,2026-01-26 13:23:44,VLan10,HR,Desktop,SMTP,166,0.93,8,NO,TAKORADI
1355,2026-06-19 00:50:03,VLan30,IT,Mobile,SMTP,1197,4.16,13,NO,TAKORADI
1356,2026-11-16 22:44:06,VLan30,IT,Desktop,FTP,1028,2.65,13,YES,Tamale
1357,2026-05-07 11:23:10,VLan40,Sales,Desktop,FTP,647,1.15,3,NO,Tamale
1358,2026-02-20 05:08:11,VLan10,HR,Laptop,HTTPS,119,0.62,9,NO,KUMASI
1359,2026-08-13 16:35:30,VLan20,Finance,Laptop,SMTP,456,3.54,6,NO,Tamale
1360,2026-06-13 01:01:33,VLan40,Sales,Server,HTTPS,283,4.79,1,NO,KUMASI
1361,2026-02-23 02:09:14,VLan40,Sales,Desktop,HTTP,233,0.06,12,NO,TEMA
1362,2026-03-06 00:17:57,VLan30,IT,Mobile,HTTP,632,0.76,3,NO,Tamale
1363,2026-03-05 23:15:59,VLan10,HR,Laptop,FTP,383,3.74,14,NO,TAKORADI
1364,2026-12-26 22:07:14,VLan30,IT,Desktop,HTTPS,538,3.77,13,NO,TEMA
1365,2026-01-27 10:59:06,VLan10,HR,Desktop,HTTP,204,1.41,11,NO,Tamale
1366,2026-07-15 22:23:54,VLan40,Sales,Server,FTP,549,0.34,2,NO,Tamale
1367,2026-04-25 05:02:37,VLan20,Finance,Router,SMTP,299,2.26,11,NO,Tamale
1368,2026-11-04 02:12:52,VLan20,Finance,Mobile,SMTP,551,0.97,10,NO,KUMASI
1369,2026-02-05 05:38:38,VLan20,Finance,Desktop,HTTPS,699,3.32,13,NO,Tamale
1370,2026-11-29 09:51:17,VLan20,Finance,Laptop,HTTP,539,3.69,8,NO,ACCRA
1371,2026-11-13 10:10:20,VLan30,IT,Laptop,DNS,926,2.73,11,NO,TAKORADI
1372,2026-12-09 05:34:20,VLan20,Finance,Server,SSH,403,3.89,5,NO,ACCRA
1373,2026-12-15 08:15:59,VLan40,Sales,Router,HTTPS,174,2.85,14,NO,KUMASI
1374,2026-04-11 06:45:38,VLan30,IT,Desktop,HTTPS,982,1.5,13,NO,ACCRA
1375,2026-12-06 04:53:51,VLan20,Finance,Desktop,DNS,124,3.43,11,NO,TAKORADI
1376,2026-04-20 16:04:57,VLan10,HR,Mobile,SSH,237,0.84,15,NO,KUMASI
1377,2026-10-30 16:19:16,VLan30,IT,Mobile,HTTPS,1114,0.07,15,NO,TAKORADI
1378,2026-07-02 03:24:50,VLan20,Finance,Desktop,SSH,357,1.04,13,NO,TEMA
1379,2026-03-05 22:42:28,VLan30,IT,Laptop,FTP,654,0.6,15,NO,TAKORADI
1380,2026-06-24 15:16:02,VLan40,Sales,Desktop,HTTPS,555,4.78,10,NO,KUMASI
1381,2026-03-23 23:30:10,VLan30,IT,Desktop,FTP,1012,1.68,5,YES,TEMA
1382,2026-10-11 13:55:14,VLan30,IT,Router,SSH,746,0.57,7,NO,TAKORADI
1383,2026-04-24 19:50:56,VLan40,Sales,Mobile,DNS,219,4.19,9,NO,TAKORADI
1384,2026-10-19 19:44:04,VLan20,Finance,Laptop,HTTP,298,4.96,11,NO,ACCRA
1385,2026-07-29 07:14:39,VLan40,Sales,Router,HTTPS,466,2.18,15,NO,ACCRA
1386,2026-11-20 11:08:22,VLan30,IT,Mobile,DNS,1013,4.1,7,NO,TEMA
1387,2026-04-14 21:05:51,VLan10,HR,Desktop,SMTP,637,3.14,5,NO,KUMASI
1388,2026-05-30 16:33:39,VLan10,HR,Server,SMTP,318,0.41,14,NO,KUMASI
1389,2026-04-23 13:26:44,VLan30,IT,Laptop,HTTPS,827,3.42,6,NO,TAKORADI
1390,2026-08-30 22:13:04,VLan40,Sales,Mobile,SSH,284,0.82,7,NO,TEMA
1391,2026-09-09 09:50:18,VLan20,Finance,Laptop,FTP,321,3.43,10,NO,ACCRA
1392,2026-11-06 22:11:12,VLan20,Finance,Mobile,FTP,116,0.75,3,NO,ACCRA
1393,2026-02-13 04:12:27,VLan30,IT,Mobile,FTP,658,0.63,14,NO,ACCRA
1394,2026-03-29 13:53:09,VLan10,HR,Mobile,SMTP,583,4.13,15,NO,TAKORADI
1395,2026-04-28 18:34:50,VLan40,Sales,Router,HTTP,684,2.8,11,NO,ACCRA
1396,2026-05-09 01:11:45,VLan40,Sales,Server,DNS,134,1.13,15,NO,TEMA
1397,2026-01-18 16:48:36,VLan20,Finance,Server,SMTP,350,0.48,6,NO,KUMASI
1398,2026-09-25 05:59:37,VLan20,Finance,Laptop,FTP,640,2.46,11,NO,KUMASI
1399,2026-03-29 03:24:35,VLan20,Finance,Router,FTP,364,1.56,11,NO,TEMA
1400,2026-06-17 22:00:06,VLan40,Sales,Router,DNS,242,0.92,9,NO,KUMASI
1401,2026-12-14 05:46:32,VLan20,Finance,Mobile,FTP,202,4.83,13,NO,ACCRA
1402,2026-02-05 15:02:00,VLan20,Finance,Desktop,DNS,562,0.57,6,NO,Tamale
1403,2026-07-18 14:29:52,VLan30,IT,Laptop,FTP,694,2.27,12,NO,TEMA
1404,2026-12-09 00:00:05,VLan20,Finance,Router,HTTPS,362,3.55,11,NO,Tamale
1405,2026-10-06 20:20:19,VLan30,IT,Router,SSH,1044,0.71,5,YES,KUMASI
1406,2026-05-19 11:31:32,VLan30,IT,Mobile,DNS,585,0.75,9,NO,ACCRA
1407,2026-12-06 15:25:42,VLan40,Sales,Mobile,HTTPS,556,2.1,2,NO,TAKORADI
1408,2026-11-21 20:13:17,VLan30,IT,Mobile,SSH,656,2.17,0,NO,ACCRA
1409,2026-01-25 06:19:59,VLan30,IT,Desktop,SMTP,608,0.22,3,NO,TEMA
1410,2026-08-16 20:54:27,VLan10,HR,Laptop,SSH,672,3.3,6,NO,KUMASI
1411,2026-03-09 01:35:37,VLan20,Finance,Laptop,HTTPS,483,4.61,6,NO,ACCRA
1412,2026-06-05 06:55:45,VLan40,Sales,Server,SSH,250,2.01,0,NO,TAKORADI
1413,2026-01-22 22:16:22,VLan30,IT,Laptop,SSH,648,4.14,12,NO,Tamale
1414,2026-09-26 10:14:51,VLan10,HR,Router,HTTPS,175,1.56,2,NO,ACCRA
1415,2026-10-13 08:44:51,VLan10,HR,Laptop,SSH,592,2.15,4,NO,Tamale
1416,2026-11-27 23:14:32,VLan20,Finance,Server,HTTPS,648,2.41,3,NO,TEMA
1417,2026-12-26 13:28:56,VLan40,Sales,Laptop,DNS,377,2.16,7,NO,KUMASI
1418,2026-11-14 01:21:53,VLan30,IT,Laptop,HTTPS,1026,4.39,9,NO,TEMA
1419,2026-01-23 13:15:55,VLan10,HR,Laptop,FTP,314,4.81,1,NO,TAKORADI
1420,2026-03-13 16:47:43,VLan10,HR,Mobile,SSH,515,1.1,10,NO,Tamale
1421,2026-03-28 03:03:50,VLan30,IT,Mobile,FTP,1163,4.14,4,YES,KUMASI
1422,2026-08-10 06:45:21,VLan40,Sales,Server,HTTP,461,4.82,7,NO,ACCRA
1423,2026-01-14 10:39:11,VLan20,Finance,Mobile,HTTP,224,4.46,15,NO,KUMASI
1424,2026-03-12 16:41:48,VLan20,Finance,Mobile,HTTP,344,4.76,8,NO,KUMASI
1425,2026-11-27 09:15:51,VLan20,Finance,Server,DNS,348,3.83,15,NO,Tamale
1426,2026-03-12 08:19:57,VLan20,Finance,Mobile,HTTPS,357,0.04,0,NO,Tamale
1427,2026-11-12 13:42:02,VLan30,IT,Laptop,DNS,806,3.14,15,NO,Tamale
1428,2026-02-24 04:12:41,VLan20,Finance,Desktop,HTTP,306,4.16,10,NO,ACCRA
1429,2026-10-12 13:16:13,VLan40,Sales,Laptop,HTTP,686,2.45,14,NO,TAKORADI
1430,2026-02-07 19:12:13,VLan10,HR,Mobile,DNS,473,1.11,0,NO,TEMA
1431,2026-07-14 06:15:43,VLan40,Sales,Router,SSH,668,1.99,13,NO,ACCRA
1432,2026-08-22 01:02:05,VLan20,Finance,Laptop,FTP,262,4.24,10,NO,ACCRA
1433,2026-09-18 00:40:05,VLan10,HR,Server,HTTP,575,3.68,11,NO,TAKORADI
1434,2026-07-09 18:20:28,VLan20,Finance,Desktop,SSH,395,4.22,13,NO,ACCRA
1435,2026-11-06 06:20:14,VLan20,Finance,Server,DNS,555,3.16,13,NO,TAKORADI
1436,2026-03-11 04:16:58,VLan30,IT,Mobile,DNS,703,3.18,8,NO,TAKORADI
1437,2026-08-16 06:06:00,VLan40,Sales,Mobile,DNS,188,3.16,9,NO,KUMASI
1438,2026-10-26 08:41:33,VLan10,HR,Mobile,FTP,543,2.62,5,NO,KUMASI
1439,2026-12-10 19:02:22,VLan40,Sales,Router,HTTPS,492,4.06,6,NO,TAKORADI
1440,2026-09-18 11:38:43,VLan20,Finance,Laptop,HTTPS,610,2.86,10,NO,KUMASI
1441,2026-02-17 09:06:27,VLan10,HR,Server,SMTP,489,1.65,1,NO,TEMA
1442,2026-02-26 03:37:23,VLan40,Sales,Server,SSH,538,4.59,2,NO,TEMA
1443,2026-01-31 09:36:12,VLan20,Finance,Laptop,FTP,558,4.01,15,NO,TAKORADI
1444,2026-07-30 02:44:26,VLan40,Sales,Laptop,FTP,201,0.51,10,NO,ACCRA
1445,2026-01-25 23:21:13,VLan20,Finance,Laptop,FTP,308,1.51,11,NO,KUMASI
1446,2026-02-02 19:02:35,VLan10,HR,Desktop,SMTP,150,1.89,9,NO,TAKORADI
1447,2026-01-22 17:57:14,VLan10,HR,Server,DNS,653,4.3,12,NO,TEMA
1448,2026-09-04 03:06:45,VLan30,IT,Laptop,SMTP,731,0.31,5,NO,ACCRA
1449,2026-04-14 13:36:55,VLan20,Finance,Router,SMTP,212,2.06,1,NO,KUMASI
1450,2026-02-15 06:10:17,VLan20,Finance,Laptop,HTTP,378,3.52,7,NO,KUMASI
1451,2026-08-31 02:58:14,VLan10,HR,Server,HTTPS,529,1.29,4,NO,Tamale
1452,2026-10-22 13:48:16,VLan30,IT,Mobile,HTTPS,508,3.95,7,NO,ACCRA
1453,2026-07-17 22:36:17,VLan40,Sales,Mobile,HTTPS,223,4.99,1,NO,TEMA
1454,2026-12-15 16:40:31,VLan40,Sales,Desktop,HTTP,439,4.13,6,NO,KUMASI
1455,2026-11-14 13:36:32,VLan20,Finance,Laptop,HTTPS,183,0.88,15,NO,Tamale
1456,2026-09-03 00:20:36,VLan10,HR,Desktop,FTP,563,3.47,8,NO,Tamale
1457,2026-01-26 00:08:37,VLan30,IT,Laptop,DNS,615,1.29,9,NO,ACCRA
1458,2026-04-04 03:41:06,VLan30,IT,Server,SSH,881,1.01,13,NO,TAKORADI
1459,2026-11-23 12:02:07,VLan20,Finance,Mobile,SSH,165,2.09,0,NO,TEMA
1460,2026-07-25 06:55:04,VLan10,HR,Server,SSH,598,4.45,13,NO,TAKORADI
1461,2026-03-03 17:51:42,VLan10,HR,Desktop,HTTP,448,3.87,13,NO,TAKORADI
1462,2026-12-21 15:48:23,VLan40,Sales,Mobile,SMTP,266,2.38,13,NO,TEMA
1463,2026-12-23 20:01:36,VLan10,HR,Mobile,SMTP,494,2.92,12,NO,TEMA
1464,2026-02-07 18:21:19,VLan40,Sales,Laptop,HTTPS,210,3.46,6,NO,KUMASI
1465,2026-10-12 06:53:45,VLan10,HR,Desktop,HTTP,132,3.35,7,NO,TEMA
1466,2026-08-21 19:22:02,VLan20,Finance,Laptop,HTTP,331,0.53,9,NO,KUMASI
1467,2026-06-09 19:26:26,VLan10,HR,Laptop,SMTP,367,0.91,8,NO,TAKORADI
1468,2026-03-12 08:45:52,VLan40,Sales,Laptop,SMTP,427,4.78,8,NO,TEMA
1469,2026-10-13 19:53:47,VLan20,Finance,Server,FTP,275,3.12,13,NO,TEMA
1470,2026-07-19 19:08:54,VLan30,IT,Laptop,SSH,992,3.35,3,YES,TAKORADI
1471,2026-05-04 20:01:20,VLan10,HR,Desktop,HTTPS,435,1.16,14,NO,TEMA
1472,2026-01-09 10:02:47,VLan10,HR,Laptop,HTTP,120,0.45,11,NO,ACCRA
1473,2026-01-18 11:49:03,VLan30,IT,Server,HTTPS,572,3.86,10,NO,ACCRA
1474,2026-08-07 15:34:40,VLan30,IT,Server,SMTP,952,2.58,14,NO,KUMASI
1475,2026-04-03 05:14:00,VLan10,HR,Router,DNS,317,4.01,8,NO,TAKORADI
1476,2026-04-23 02:24:48,VLan10,HR,Server,HTTPS,233,3.89,8,NO,ACCRA
1477,2026-10-24 15:15:18,VLan30,IT,Server,SMTP,661,4.76,3,NO,ACCRA
1478,2026-07-15 23:29:53,VLan40,Sales,Desktop,SMTP,481,2.88,3,NO,ACCRA
1479,2026-08-28 00:51:23,VLan20,Finance,Server,FTP,411,0.22,2,NO,ACCRA
1480,2026-04-14 00:04:06,VLan40,Sales,Laptop,DNS,672,0.82,2,NO,TEMA
1481,2026-06-22 23:19:23,VLan20,Finance,Desktop,FTP,110,4.67,11,NO,Tamale
1482,2026-05-19 04:27:10,VLan20,Finance,Server,HTTPS,455,4.39,15,NO,TEMA
1483,2026-10-01 11:27:08,VLan40,Sales,Router,HTTPS,507,4.21,8,NO,TEMA
1484,2026-11-11 20:06:38,VLan30,IT,Desktop,SSH,947,2.03,8,YES,KUMASI
1485,2026-07-15 15:40:01,VLan40,Sales,Desktop,SSH,537,0.46,3,NO,KUMASI
1486,2026-09-23 19:12:21,VLan20,Finance,Desktop,HTTP,438,1.32,6,NO,Tamale
1487,2026-05-06 00:15:54,VLan20,Finance,Desktop,HTTPS,650,3.06,6,NO,TEMA
1488,2026-06-25 18:59:14,VLan40,Sales,Desktop,HTTPS,559,1.23,10,NO,TEMA
1489,2026-10-19 18:27:11,VLan10,HR,Laptop,FTP,178,0.88,5,NO,KUMASI
1490,2026-05-16 18:47:51,VLan10,HR,Desktop,HTTPS,568,3.56,8,NO,TEMA
1491,2026-05-31 11:54:17,VLan10,HR,Mobile,HTTPS,460,4.24,14,NO,ACCRA
1492,2026-08-28 01:08:30,VLan10,HR,Laptop,HTTPS,656,4.37,5,NO,ACCRA
1493,2026-05-15 19:25:38,VLan10,HR,Desktop,SSH,263,4.27,4,NO,TEMA
1494,2026-06-06 13:52:56,VLan10,HR,Mobile,HTTPS,165,0.14,12,NO,KUMASI
1495,2026-01-08 17:03:02,VLan40,Sales,Desktop,SSH,476,3.04,3,NO,Tamale
1496,2026-11-20 07:07:59,VLan10,HR,Server,SSH,612,2.31,5,NO,ACCRA
1497,2026-02-16 01:42:26,VLan20,Finance,Server,HTTPS,199,2.76,7,NO,ACCRA
1498,2026-07-23 17:49:03,VLan40,Sales,Server,FTP,130,0.64,11,NO,TEMA
1499,2026-11-17 19:44:00,VLan20,Finance,Desktop,SSH,399,4.31,1,NO,KUMASI
1500,2026-01-31 00:18:26,VLan40,Sales,Server,SSH,198,4.69,8,NO,Tamale
1501,2026-04-05 23:39:58,VLan20,Finance,Laptop,SMTP,626,1.09,13,NO,ACCRA
1502,2026-01-09 22:09:09,VLan40,Sales,Router,DNS,347,0.45,1,NO,ACCRA
1503,2026-11-23 20:28:37,VLan20,Finance,Server,HTTP,601,0.93,9,NO,KUMASI
1504,2026-01-08 08:12:01,VLan30,IT,Server,SSH,589,0.55,9,NO,Tamale
1505,2026-07-04 15:00:14,VLan20,Finance,Desktop,HTTPS,644,3.75,1,NO,Tamale
1506,2026-03-20 08:38:56,VLan20,Finance,Desktop,HTTPS,358,0.76,8,NO,KUMASI
1507,2026-03-02 19:45:33,VLan30,IT,Router,HTTP,853,0.64,9,NO,TEMA
1508,2026-11-23 11:52:04,VLan10,HR,Router,DNS,109,4.03,15,NO,ACCRA
1509,2026-06-19 17:15:00,VLan40,Sales,Laptop,DNS,644,0.79,4,NO,TAKORADI
1510,2026-01-23 05:58:36,VLan40,Sales,Router,DNS,340,3.73,3,NO,TAKORADI
1511,2026-03-13 23:06:07,VLan10,HR,Router,DNS,448,2.34,9,NO,TEMA
1512,2026-05-03 13:14:26,VLan10,HR,Desktop,HTTP,673,1.48,0,NO,ACCRA
1513,2026-04-05 08:02:26,VLan30,IT,Desktop,SSH,953,4.82,12,YES,Tamale
1514,2026-08-27 03:08:18,VLan20,Finance,Server,HTTP,404,3.14,2,NO,ACCRA
1515,2026-09-03 02:46:20,VLan40,Sales,Desktop,HTTP,671,4.28,0,NO,TAKORADI
1516,2026-03-16 11:44:54,VLan40,Sales,Laptop,DNS,320,3.91,4,NO,KUMASI
1517,2026-04-25 09:34:16,VLan20,Finance,Mobile,DNS,309,2.85,14,NO,TAKORADI
1518,2026-05-10 23:23:12,VLan20,Finance,Desktop,DNS,399,3.21,0,NO,ACCRA
1519,2026-11-13 23:00:49,VLan30,IT,Server,DNS,891,2.95,7,NO,KUMASI
1520,2026-03-24 20:19:49,VLan40,Sales,Server,SMTP,615,4.28,11,NO,ACCRA
1521,2026-03-24 15:28:25,VLan30,IT,Laptop,SSH,613,3.39,8,NO,TEMA
1522,2026-09-12 23:35:05,VLan20,Finance,Laptop,HTTPS,452,4.99,5,NO,Tamale
1523,2026-01-05 11:34:07,VLan10,HR,Server,SSH,186,0.78,11,NO,Tamale
1524,2026-09-18 17:48:45,VLan30,IT,Laptop,HTTPS,629,2.07,3,NO,KUMASI
1525,2026-12-29 05:32:48,VLan30,IT,Laptop,DNS,990,0.34,3,NO,TAKORADI
1526,2026-08-05 05:34:02,VLan10,HR,Mobile,DNS,252,4.71,5,NO,ACCRA
1527,2026-06-21 07:19:24,VLan20,Finance,Router,FTP,643,2.81,4,NO,TAKORADI
1528,2026-12-30 17:31:34,VLan20,Finance,Router,SMTP,485,1.7,12,NO,KUMASI
1529,2026-08-26 07:30:29,VLan10,HR,Desktop,FTP,529,2.46,15,NO,TEMA
1530,2026-03-18 10:06:51,VLan40,Sales,Server,FTP,671,3.12,7,NO,TEMA
1531,2026-12-01 09:08:33,VLan30,IT,Laptop,HTTPS,950,3.82,11,NO,TAKORADI
1532,2026-01-08 18:47:21,VLan30,IT,Mobile,HTTPS,903,0.09,0,NO,TAKORADI
1533,2026-01-07 15:17:22,VLan40,Sales,Laptop,SSH,621,2.88,12,NO,Tamale
1534,2026-03-30 20:36:19,VLan10,HR,Mobile,FTP,606,2.55,1,NO,KUMASI
1535,2026-08-07 04:13:17,VLan20,Finance,Laptop,HTTP,351,3.98,4,NO,KUMASI
1536,2026-11-11 23:10:55,VLan40,Sales,Laptop,SSH,432,1.59,7,NO,KUMASI
1537,2026-04-11 02:18:38,VLan30,IT,Desktop,SSH,1016,2.77,2,YES,TAKORADI
1538,2026-04-19 05:57:06,VLan40,Sales,Router,HTTPS,401,0.53,8,NO,TAKORADI
1539,2026-08-23 06:31:52,VLan40,Sales,Desktop,SSH,131,2.14,6,NO,TEMA
1540,2026-10-15 23:28:46,VLan30,IT,Server,HTTPS,1033,2.6,0,NO,TEMA
1541,2026-02-19 11:30:39,VLan20,Finance,Server,SSH,197,0.66,9,NO,TAKORADI
1542,2026-10-19 02:12:40,VLan10,HR,Router,SMTP,241,0.69,15,NO,ACCRA
1543,2026-07-19 01:14:10,VLan10,HR,Desktop,FTP,333,1.12,3,NO,TEMA
1544,2026-09-27 17:38:30,VLan40,Sales,Server,HTTP,374,0.47,14,NO,KUMASI
1545,2026-04-28 06:44:07,VLan30,IT,Laptop,HTTP,1071,0.74,13,NO,ACCRA
1546,2026-05-12 10:30:12,VLan30,IT,Laptop,HTTPS,648,3.75,4,NO,TAKORADI
1547,2026-04-10 07:23:21,VLan20,Finance,Mobile,FTP,339,2.14,4,NO,Tamale
1548,2026-03-06 04:51:50,VLan30,IT,Router,HTTPS,561,0.35,4,NO,KUMASI
1549,2026-06-03 05:15:56,VLan30,IT,Mobile,SMTP,912,3.96,2,NO,KUMASI
1550,2026-08-11 10:41:14,VLan40,Sales,Mobile,SMTP,645,2.09,15,NO,Tamale
1551,2026-03-13 16:37:07,VLan30,IT,Laptop,HTTP,894,0.38,14,NO,TAKORADI
1552,2026-04-15 03:14:37,VLan40,Sales,Laptop,FTP,142,1.79,1,NO,Tamale
1553,2026-02-27 05:11:03,VLan20,Finance,Mobile,DNS,281,0.84,14,NO,KUMASI
1554,2026-10-21 14:42:25,VLan30,IT,Server,FTP,547,3.6,6,NO,TEMA
1555,2026-09-08 13:04:43,VLan40,Sales,Router,DNS,352,0.29,6,NO,Tamale
1556,2026-06-13 05:22:26,VLan30,IT,Server,SMTP,1151,4.38,10,NO,Tamale
1557,2026-11-03 18:40:07,VLan10,HR,Laptop,HTTPS,503,3.62,13,NO,Tamale
1558,2026-05-04 18:20:57,VLan20,Finance,Mobile,HTTP,654,1.23,10,NO,Tamale
1559,2026-11-09 10:22:41,VLan40,Sales,Laptop,HTTPS,651,3.11,10,NO,KUMASI
1560,2026-07-28 21:23:33,VLan40,Sales,Server,HTTPS,597,3.41,5,NO,KUMASI
1561,2026-10-11 14:10:06,VLan10,HR,Server,HTTPS,630,2.92,10,NO,KUMASI
1562,2026-11-22 00:19:15,VLan30,IT,Router,FTP,1058,1.02,15,YES,Tamale
1563,2026-10-23 21:51:54,VLan20,Finance,Mobile,FTP,293,1.95,5,NO,TEMA
1564,2026-09-19 09:49:31,VLan20,Finance,Laptop,DNS,387,2.04,5,NO,TEMA
1565,2026-04-08 15:17:43,VLan30,IT,Server,FTP,780,0.35,14,NO,TEMA
1566,2026-12-17 12:42:56,VLan20,Finance,Desktop,HTTPS,276,4.11,8,NO,TEMA
1567,2026-10-11 08:19:40,VLan30,IT,Mobile,DNS,574,1.59,2,NO,KUMASI
1568,2026-05-30 14:15:30,VLan20,Finance,Server,DNS,238,0.4,7,NO,ACCRA
1569,2026-04-12 08:40:42,VLan10,HR,Laptop,HTTP,391,4.5,6,NO,Tamale
1570,2026-04-24 02:50:40,VLan40,Sales,Desktop,SMTP,244,2.78,12,NO,KUMASI
1571,2026-10-16 06:56:34,VLan40,Sales,Mobile,HTTPS,259,4.35,0,NO,Tamale
1572,2026-09-16 16:01:04,VLan10,HR,Server,FTP,620,3.75,1,NO,ACCRA
1573,2026-11-13 01:15:34,VLan10,HR,Router,FTP,458,3.14,14,NO,KUMASI
1574,2026-07-22 08:36:52,VLan20,Finance,Mobile,HTTP,352,0.55,4,NO,Tamale
1575,2026-05-27 19:26:25,VLan20,Finance,Desktop,HTTP,240,4.85,12,NO,ACCRA
1576,2026-04-01 07:06:23,VLan20,Finance,Router,HTTPS,251,1.22,4,NO,Tamale
1577,2026-05-17 06:31:56,VLan30,IT,Mobile,FTP,1039,4.19,10,YES,KUMASI
1578,2026-12-28 17:58:11,VLan20,Finance,Laptop,SMTP,674,2.31,11,NO,ACCRA
1579,2026-04-18 03:30:13,VLan30,IT,Laptop,HTTPS,1183,0.3,9,NO,ACCRA
1580,2026-05-06 06:21:17,VLan30,IT,Router,FTP,1192,2.38,14,YES,ACCRA
1581,2026-12-30 09:06:27,VLan30,IT,Mobile,SMTP,734,0.92,3,NO,Tamale
1582,2026-10-10 13:56:14,VLan30,IT,Router,SSH,629,3.78,8,NO,TEMA
1583,2026-10-02 02:25:58,VLan10,HR,Router,FTP,696,2.63,6,NO,Tamale
1584,2026-07-18 02:21:26,VLan10,HR,Server,FTP,264,3.55,13,NO,KUMASI
1585,2026-03-21 00:26:50,VLan30,IT,Server,SSH,1153,3.28,1,YES,ACCRA
1586,2026-03-25 14:06:49,VLan30,IT,Server,SMTP,1109,1.71,6,NO,TAKORADI
1587,2026-08-16 14:11:01,VLan20,Finance,Laptop,DNS,330,2.35,7,NO,TAKORADI
1588,2026-07-12 03:03:06,VLan10,HR,Desktop,HTTPS,153,1.78,11,NO,ACCRA
1589,2026-04-05 07:39:02,VLan40,Sales,Desktop,SMTP,275,3.05,7,NO,TAKORADI
1590,2026-04-05 11:40:02,VLan10,HR,Server,HTTP,371,3.26,14,NO,KUMASI
1591,2026-12-03 14:53:44,VLan10,HR,Desktop,FTP,198,1.22,10,NO,TEMA
1592,2026-02-16 10:21:23,VLan10,HR,Router,DNS,283,3.33,0,NO,Tamale
1593,2026-08-02 01:07:59,VLan30,IT,Desktop,SSH,610,2.99,0,NO,KUMASI
1594,2026-07-26 17:04:45,VLan30,IT,Router,DNS,1057,0.65,10,NO,TAKORADI
1595,2026-02-22 07:55:05,VLan10,HR,Server,SMTP,670,3.07,10,NO,KUMASI
1596,2026-06-09 02:36:22,VLan20,Finance,Desktop,HTTPS,284,2.07,4,NO,KUMASI
1597,2026-09-26 04:50:53,VLan20,Finance,Desktop,DNS,619,2.92,14,NO,KUMASI
1598,2026-05-16 09:01:06,VLan40,Sales,Mobile,FTP,444,3.14,12,NO,TAKORADI
1599,2026-09-06 02:03:41,VLan40,Sales,Laptop,SSH,473,4.82,10,NO,ACCRA
1600,2026-05-25 05:13:19,VLan20,Finance,Laptop,SSH,244,3.48,11,NO,ACCRA
1601,2026-04-13 08:14:36,VLan20,Finance,Mobile,HTTPS,696,1.77,13,NO,KUMASI
1602,2026-04-26 04:37:35,VLan40,Sales,Desktop,HTTP,375,2.14,1,NO,TAKORADI
1603,2026-03-22 08:22:46,VLan20,Finance,Desktop,HTTPS,325,1.33,10,NO,Tamale
1604,2026-08-09 06:03:59,VLan10,HR,Mobile,HTTPS,520,4.55,8,NO,TAKORADI
1605,2026-07-27 09:09:00,VLan30,IT,Router,FTP,630,3.88,13,NO,Tamale
1606,2026-01-24 21:48:46,VLan10,HR,Mobile,SMTP,254,1.41,3,NO,TAKORADI
1607,2026-08-23 10:14:22,VLan20,Finance,Mobile,SSH,202,3.71,12,NO,ACCRA
1608,2026-03-08 15:32:14,VLan40,Sales,Laptop,HTTPS,271,3.51,0,NO,TEMA
1609,2026-03-02 03:04:48,VLan30,IT,Laptop,HTTPS,1193,1.33,15,NO,Tamale
1610,2026-02-02 14:46:46,VLan10,HR,Mobile,HTTP,483,1.73,7,NO,KUMASI
1611,2026-05-05 11:37:01,VLan40,Sales,Server,SSH,249,3.71,15,NO,ACCRA
1612,2026-04-13 05:15:22,VLan40,Sales,Router,HTTPS,320,2.77,10,NO,TEMA
1613,2026-07-20 06:24:09,VLan30,IT,Mobile,HTTPS,764,1.53,11,NO,KUMASI
1614,2026-02-20 21:19:23,VLan20,Finance,Server,FTP,249,2.46,2,NO,TAKORADI
1615,2026-04-06 08:08:35,VLan40,Sales,Desktop,DNS,670,2.1,8,NO,TEMA
1616,2026-12-17 12:13:24,VLan40,Sales,Laptop,HTTP,250,1.28,3,NO,KUMASI
1617,2026-04-13 05:04:03,VLan40,Sales,Laptop,DNS,605,1.88,0,NO,TAKORADI
1618,2026-02-24 09:53:27,VLan20,Finance,Mobile,FTP,193,0.47,0,NO,KUMASI
1619,2026-09-12 20:03:14,VLan10,HR,Desktop,SSH,251,0.99,7,NO,ACCRA
1620,2026-05-29 02:02:21,VLan20,Finance,Laptop,HTTP,135,3.76,1,NO,TAKORADI
1621,2026-05-22 09:51:41,VLan10,HR,Desktop,HTTPS,354,2.78,3,NO,TEMA
1622,2026-02-28 10:53:22,VLan40,Sales,Router,DNS,434,2.51,0,NO,ACCRA
1623,2026-02-23 17:01:09,VLan10,HR,Server,SMTP,570,0.44,8,NO,Tamale
1624,2026-09-12 07:33:18,VLan20,Finance,Laptop,HTTPS,678,2.22,13,NO,TEMA
1625,2026-12-25 19:01:01,VLan40,Sales,Desktop,DNS,697,3.71,14,NO,TAKORADI
1626,2026-07-09 04:14:39,VLan20,Finance,Mobile,DNS,432,4.75,2,NO,TAKORADI
