,log_id,timestamp,vlan_id,department,device_type,protocol,bandwidth,packet_loss_percent,downtime_minutes,threat_flag,location
749,750,2026-02-06 06:20:00,VLan30,IT,Router,SSH,596,3.45,9,NO,TAKORADI
750,751,2026-01-03 00:18:00,VLan40,Sales,Mobile,HTTP,216,4.68,15,NO,Tamale
751,752,2026-03-30 01:07:00,VLan20,Finance,Mobile,SSH,417,1.2,13,NO,KUMASI
752,753,2026-01-30 17:23:00,VLan10,HR,Laptop,HTTP,668,0.61,15,NO,KUMASI
753,754,2026-02-18 18:33:00,VLan30,IT,Server,FTP,735,2.49,12,NO,ACCRA
754,755,2026-02-21 14:01:00,VLan30,IT,Router,HTTPS,851,1.21,7,NO,KUMASI
755,756,2026-01-16 04:49:00,VLan10,HR,Router,SSH,140,1.58,13,NO,TAKORADI
756,757,2026-03-21 22:43:00,VLan30,IT,Server,SSH,1034,4.94,8,YES,TEMA
757,758,2026-03-07 04:02:00,VLan30,IT,Router,HTTPS,505,0.24,7,NO,KUMASI
758,759,2026-02-27 05:27:00,VLan30,IT,Desktop,FTP,500,0.59,5,NO,KUMASI
759,760,2026-01-17 12:12:00,VLan10,HR,Desktop,SSH,687,0.95,8,NO,TEMA
760,761,2026-03-11 07:09:00,VLan30,IT,Desktop,DNS,580,2.69,3,NO,KUMASI
761,762,2026-04-04 00:38:00,VLan10,HR,Laptop,SMTP,450,1.79,15,NO,ACCRA
762,763,2026-02-19 16:19:00,VLan30,IT,Laptop,DNS,1025,1.47,6,NO,KUMASI
763,764,2026-04-11 19:12:00,VLan20,Finance,Router,SSH,348,0.45,5,NO,TAKORADI
764,765,2026-02-24 20:31:00,VLan40,Sales,Server,HTTPS,644,1.69,15,NO,TEMA
765,766,2026-04-22 08:38:00,VLan10,HR,Router,HTTP,618,3.59,12,NO,Tamale
766,767,2026-01-17 12:02:00,VLan20,Finance,Desktop,DNS,102,1.81,9,NO,ACCRA
767,768,2026-04-22 05:20:00,VLan40,Sales,Router,HTTPS,279,0.2,6,NO,Tamale
768,769,2026-04-22 04:43:00,VLan20,Finance,Mobile,SSH,209,3.43,3,NO,Tamale
769,770,2026-01-01 16:22:00,VLan10,HR,Router,SMTP,583,0.81,8,NO,Tamale
770,771,2026-04-29 08:21:00,VLan30,IT,Server,SSH,905,4.93,3,YES,Tamale
771,772,2026-04-07 04:58:00,VLan10,HR,Laptop,SMTP,429,3.06,13,NO,TEMA
772,773,2026-03-11 09:53:00,VLan20,Finance,Mobile,HTTP,418,2.76,10,NO,Tamale
773,774,2026-01-20 00:42:00,VLan30,IT,Mobile,FTP,1197,3.51,14,YES,TAKORADI
774,775,2026-03-05 20:58:00,VLan20,Finance,Laptop,FTP,332,3.77,11,NO,TEMA
775,776,2026-02-22 06:10:00,VLan40,Sales,Router,SSH,667,2.85,9,NO,Tamale
776,777,2026-01-06 03:05:00,VLan10,HR,Laptop,HTTP,134,3.84,11,NO,ACCRA
777,778,2026-02-10 19:04:00,VLan10,HR,Desktop,HTTP,280,2.93,4,NO,KUMASI
778,779,2026-01-22 07:02:00,VLan10,HR,Router,SMTP,121,3.74,13,NO,KUMASI
779,780,2026-04-06 15:48:00,VLan30,IT,Laptop,DNS,988,4.8,2,NO,Tamale
780,781,2026-01-07 04:55:00,VLan20,Finance,Server,SMTP,354,0.14,9,NO,KUMASI
781,782,2026-04-21 15:06:00,VLan40,Sales,Server,FTP,421,4.7,10,NO,ACCRA
782,783,2026-03-11 21:20:00,VLan30,IT,Server,SSH,995,3.22,5,YES,TAKORADI
783,784,2026-02-05 13:37:00,VLan40,Sales,Laptop,SMTP,317,3.81,11,NO,TAKORADI
784,785,2026-02-21 08:02:00,VLan10,HR,Desktop,DNS,349,4.71,7,NO,Tamale
785,786,2026-04-27 08:18:00,VLan10,HR,Laptop,SSH,481,2.59,11,NO,Tamale
786,787,2026-02-10 19:50:00,VLan40,Sales,Desktop,DNS,274,1.28,10,NO,TAKORADI
787,788,2026-01-10 01:00:00,VLan40,Sales,Desktop,HTTP,585,3.27,15,NO,ACCRA
788,789,2026-01-31 07:17:00,VLan30,IT,Desktop,HTTP,868,2.93,5,NO,ACCRA
789,790,2026-04-24 09:45:00,VLan20,Finance,Desktop,HTTP,427,0.58,14,NO,KUMASI
790,791,2026-01-10 03:08:00,VLan30,IT,Server,DNS,925,0.24,10,NO,KUMASI
791,792,2026-01-14 12:27:00,VLan10,HR,Desktop,HTTP,188,4.87,12,NO,ACCRA
792,793,2026-03-05 08:14:00,VLan40,Sales,Router,SSH,369,1.29,10,NO,TEMA
793,794,2026-01-03 01:33:00,VLan20,Finance,Server,HTTPS,414,3.36,12,NO,Tamale
794,795,2026-01-13 19:31:00,VLan20,Finance,Laptop,DNS,431,2.32,7,NO,ACCRA
795,796,2026-01-22 06:29:00,VLan20,Finance,Router,FTP,663,4.68,3,NO,ACCRA
796,797,2026-04-14 22:56:00,VLan30,IT,Laptop,SSH,669,0.41,2,NO,KUMASI
797,798,2026-02-04 19:31:00,VLan20,Finance,Server,SSH,250,0.37,14,NO,TAKORADI
798,799,2026-01-11 22:18:00,VLan20,Finance,Router,SMTP,221,1.82,5,NO,Tamale
799,800,2026-02-13 10:50:00,VLan20,Finance,Router,SSH,394,1.71,12,NO,ACCRA
800,801,2026-04-19 05:14:00,VLan30,IT,Router,FTP,671,4.65,6,NO,KUMASI
801,802,2026-01-05 06:55:00,VLan10,HR,Server,SSH,440,1.38,7,NO,TEMA
802,803,2026-04-06 03:06:00,VLan30,IT,Desktop,FTP,623,3.45,14,NO,TAKORADI
803,804,2026-02-08 22:23:00,VLan40,Sales,Desktop,HTTP,253,3.86,14,NO,TEMA
804,805,2026-02-16 22:43:00,VLan30,IT,Mobile,SSH,545,2.12,13,NO,KUMASI
805,806,2026-03-31 20:28:00,VLan10,HR,Desktop,FTP,536,0.88,9,NO,ACCRA
806,807,2026-04-15 20:47:00,VLan40,Sales,Mobile,SMTP,616,2.84,15,NO,Tamale
807,808,2026-03-15 19:15:00,VLan40,Sales,Server,SMTP,305,2.33,14,NO,TEMA
808,809,2026-03-02 04:20:00,VLan40,Sales,Desktop,HTTP,419,4.13,15,NO,TEMA
809,810,2026-03-03 23:00:00,VLan30,IT,Mobile,DNS,841,1.99,9,NO,ACCRA
810,811,2026-01-13 21:00:00,VLan40,Sales,Laptop,DNS,196,4.71,9,NO,KUMASI
811,812,2026-02-13 13:54:00,VLan20,Finance,Mobile,HTTPS,585,4.58,14,NO,TEMA
812,813,2026-02-16 07:46:00,VLan20,Finance,Server,FTP,348,4.23,12,NO,TEMA
813,814,2026-03-28 10:46:00,VLan20,Finance,Laptop,HTTP,635,4.51,11,NO,Tamale
814,815,2026-02-07 05:25:00,VLan40,Sales,Desktop,SSH,336,1.99,10,NO,ACCRA
815,816,2026-03-02 18:13:00,VLan10,HR,Mobile,DNS,499,0.18,9,NO,ACCRA
816,817,2026-01-01 17:27:00,VLan10,HR,Server,FTP,141,1.65,8,NO,TAKORADI
817,818,2026-02-23 01:47:00,VLan10,HR,Mobile,SSH,324,2.46,10,NO,Tamale
818,819,2026-04-30 21:34:00,VLan30,IT,Laptop,SSH,744,2.7,3,NO,KUMASI
819,820,2026-02-27 18:02:00,VLan40,Sales,Desktop,SSH,183,0.85,12,NO,ACCRA
820,821,2026-03-12 15:44:00,VLan20,Finance,Server,HTTP,194,1.85,2,NO,TAKORADI
821,822,2026-02-12 19:20:00,VLan20,Finance,Router,HTTP,574,3.24,14,NO,TAKORADI
822,823,2026-03-09 20:54:00,VLan10,HR,Mobile,SMTP,641,2.93,14,NO,KUMASI
823,824,2026-03-20 06:31:00,VLan10,HR,Router,SSH,361,2.03,4,NO,ACCRA
824,825,2026-02-11 15:34:00,VLan40,Sales,Server,HTTPS,445,4.93,3,NO,KUMASI
825,826,2026-01-07 22:36:00,VLan30,IT,Router,HTTPS,1010,2.27,9,NO,Tamale
826,827,2026-03-15 01:13:00,VLan10,HR,Laptop,DNS,433,0.82,5,NO,Tamale
827,828,2026-01-05 16:46:00,VLan30,IT,Laptop,FTP,933,4.92,11,YES,TAKORADI
828,829,2026-04-27 22:50:00,VLan30,IT,Mobile,FTP,940,3.11,7,YES,Tamale
829,830,2026-02-03 12:21:00,VLan40,Sales,Desktop,HTTPS,419,4.45,14,NO,KUMASI
830,831,2026-04-25 03:53:00,VLan30,IT,Mobile,SSH,570,2.32,2,NO,Tamale
831,832,2026-04-02 18:55:00,VLan30,IT,Mobile,HTTPS,627,2.36,9,NO,TEMA
832,833,2026-03-11 12:51:00,VLan10,HR,Server,FTP,388,0.85,7,NO,ACCRA
833,834,2026-04-15 22:56:00,VLan40,Sales,Server,HTTPS,416,0.68,7,NO,TAKORADI
834,835,2026-02-21 11:32:00,VLan20,Finance,Laptop,FTP,386,2.6,8,NO,TEMA
835,836,2026-01-08 01:32:00,VLan30,IT,Mobile,HTTPS,656,2.3,9,NO,Tamale
836,837,2026-02-14 14:36:00,VLan40,Sales,Server,SMTP,150,3.05,0,NO,TAKORADI
837,838,2026-04-13 00:14:00,VLan40,Sales,Server,SMTP,454,4.57,10,NO,Tamale
838,839,2026-01-18 21:21:00,VLan20,Finance,Mobile,HTTPS,103,2.06,8,NO,TAKORADI
839,840,2026-03-21 15:58:00,VLan40,Sales,Mobile,HTTP,406,2.39,1,NO,TEMA
840,841,2026-02-15 14:09:00,VLan40,Sales,Laptop,DNS,667,1.06,9,NO,ACCRA
841,842,2026-04-30 15:41:00,VLan20,Finance,Desktop,DNS,108,1.84,15,NO,Tamale
842,843,2026-04-08 00:43:00,VLan40,Sales,Desktop,SSH,269,3.04,4,NO,TEMA
843,844,2026-01-15 05:16:00,VLan40,Sales,Laptop,FTP,432,4.34,0,NO,TAKORADI
844,845,2026-01-24 13:15:00,VLan30,IT,Mobile,FTP,714,2.24,0,NO,TAKORADI
845,846,2026-02-27 04:37:00,VLan20,Finance,Router,DNS,604,3.53,0,NO,Tamale
846,847,2026-02-08 20:25:00,VLan20,Finance,Router,SMTP,258,3.01,1,NO,ACCRA
847,848,2026-02-18 01:36:00,VLan20,Finance,Desktop,HTTP,528,4.5,11,NO,TAKORADI
848,849,2026-03-25 21:38:00,VLan30,IT,Router,HTTPS,860,3.19,1,NO,ACCRA
849,850,2026-04-29 17:37:00,VLan40,Sales,Desktop,SMTP,465,2.87,12,NO,TAKORADI
850,851,2026-02-26 15:54:00,VLan10,HR,Desktop,DNS,176,2.31,5,NO,Tamale
851,852,2026-04-26 04:01:00,VLan30,IT,Server,FTP,920,2.56,9,YES,TAKORADI
852,853,2026-04-10 03:08:00,VLan40,Sales,Laptop,HTTP,361,0.63,10,NO,ACCRA
853,854,2026-01-06 17:50:00,VLan30,IT,Mobile,DNS,538,3.14,9,NO,KUMASI
854,855,2026-04-10 17:52:00,VLan40,Sales,Desktop,SSH,429,4.2,10,NO,Tamale
855,856,2026-02-22 09:22:00,VLan10,HR,Laptop,SMTP,170,4.51,6,NO,TAKORADI
856,857,2026-01-10 13:22:00,VLan10,HR,Server,HTTPS,289,3.83,0,NO,TAKORADI
857,858,2026-01-18 14:35:00,VLan30,IT,Desktop,HTTP,1086,3.66,13,NO,TEMA
858,859,2026-02-19 22:55:00,VLan30,IT,Desktop,HTTPS,1096,3.78,4,NO,KUMASI
859,860,2026-04-11 13:20:00,VLan40,Sales,Router,FTP,670,4.49,0,NO,TAKORADI
860,861,2026-03-07 03:18:00,VLan20,Finance,Laptop,FTP,255,1.88,12,NO,TEMA
861,862,2026-01-12 07:07:00,VLan30,IT,Desktop,SSH,1122,0.8,1,YES,TEMA
862,863,2026-04-23 01:27:00,VLan30,IT,Server,FTP,838,1.27,10,NO,Tamale
863,864,2026-04-14 06:15:00,VLan30,IT,Laptop,SSH,879,3.53,4,NO,KUMASI
864,865,2026-03-25 12:01:00,VLan40,Sales,Mobile,HTTP,277,3.64,0,NO,ACCRA
865,866,2026-01-19 08:51:00,VLan10,HR,Desktop,HTTP,415,2.64,9,NO,TAKORADI
866,867,2026-04-08 04:40:00,VLan20,Finance,Router,HTTP,231,3.6,11,NO,KUMASI
867,868,2026-04-29 04:47:00,VLan30,IT,Router,FTP,1122,1.48,8,YES,Tamale
868,869,2026-04-15 13:25:00,VLan30,IT,Router,FTP,660,0.17,5,NO,TAKORADI
869,870,2026-03-14 04:40:00,VLan40,Sales,Laptop,HTTPS,131,0.7,3,NO,TAKORADI
870,871,2026-04-01 17:21:00,VLan40,Sales,Server,FTP,471,1.7,2,NO,TAKORADI
871,872,2026-01-31 08:13:00,VLan30,IT,Mobile,SSH,864,4.56,10,NO,ACCRA
872,873,2026-03-03 15:52:00,VLan20,Finance,Desktop,SMTP,110,3.32,8,NO,TAKORADI
873,874,2026-04-04 18:28:00,VLan10,HR,Router,HTTP,645,1.92,7,NO,Tamale
874,875,2026-04-26 03:56:00,VLan30,IT,Desktop,DNS,728,1.15,8,NO,ACCRA
875,876,2026-01-01 23:04:00,VLan20,Finance,Router,SSH,271,2.4,12,NO,ACCRA
876,877,2026-02-20 04:03:00,VLan10,HR,Desktop,HTTP,141,1.79,11,NO,TAKORADI
877,878,2026-04-13 10:23:00,VLan40,Sales,Mobile,FTP,653,1.96,3,NO,KUMASI
878,879,2026-03-04 10:02:00,VLan20,Finance,Server,SSH,442,1.27,10,NO,Tamale
879,880,2026-03-17 01:56:00,VLan20,Finance,Server,HTTPS,161,3.89,6,NO,KUMASI
880,881,2026-02-13 15:05:00,VLan20,Finance,Server,SMTP,505,1.13,6,NO,TEMA
881,882,2026-02-03 16:37:00,VLan30,IT,Router,SMTP,804,3.87,12,NO,Tamale
882,883,2026-01-10 20:03:00,VLan30,IT,Mobile,FTP,1133,3.6,5,YES,TEMA
883,884,2026-01-05 08:08:00,VLan10,HR,Laptop,SMTP,211,4.39,4,NO,TAKORADI
884,885,2026-02-05 17:02:00,VLan30,IT,Desktop,HTTPS,1146,2.66,3,NO,Tamale
885,886,2026-03-20 00:05:00,VLan40,Sales,Laptop,FTP,390,4.05,13,NO,ACCRA
886,887,2026-03-18 12:57:00,VLan30,IT,Laptop,SMTP,840,2.64,10,NO,ACCRA
887,888,2026-03-26 17:14:00,VLan30,IT,Server,SSH,508,3.31,1,NO,TAKORADI
888,889,2026-04-17 04:31:00,VLan10,HR,Router,DNS,139,2.54,2,NO,TAKORADI
889,890,2026-01-01 22:35:00,VLan30,IT,Laptop,SSH,993,3.94,14,YES,TEMA
890,891,2026-03-30 17:06:00,VLan40,Sales,Desktop,DNS,445,4.54,1,NO,Tamale
891,892,2026-04-18 18:07:00,VLan40,Sales,Server,HTTPS,444,3.29,3,NO,TAKORADI
892,893,2026-01-05 19:34:00,VLan30,IT,Desktop,SSH,609,1.69,13,NO,TEMA
893,894,2026-02-25 12:57:00,VLan20,Finance,Mobile,DNS,552,2.46,10,NO,Tamale
894,895,2026-01-18 17:52:00,VLan10,HR,Desktop,DNS,654,4.22,14,NO,ACCRA
895,896,2026-01-06 22:09:00,VLan20,Finance,Server,HTTP,241,1.34,7,NO,KUMASI
896,897,2026-02-28 09:06:00,VLan20,Finance,Laptop,FTP,436,0.5,9,NO,TEMA
897,898,2026-02-16 08:13:00,VLan30,IT,Server,FTP,865,2.86,4,NO,KUMASI
898,899,2026-01-27 10:25:00,VLan20,Finance,Mobile,DNS,277,2.84,2,NO,KUMASI
899,900,2026-03-22 18:13:00,VLan30,IT,Laptop,SSH,1053,2.72,3,YES,KUMASI
900,901,2026-02-03 16:52:00,VLan40,Sales,Server,SSH,376,1.76,5,NO,ACCRA
901,902,2026-01-23 19:53:00,VLan20,Finance,Laptop,HTTP,211,4.45,13,NO,ACCRA
902,903,2026-01-18 11:20:00,VLan20,Finance,Laptop,SSH,270,2.38,10,NO,ACCRA
903,904,2026-01-09 17:32:00,VLan20,Finance,Mobile,HTTP,682,4.89,12,NO,TAKORADI
904,905,2026-02-12 12:52:00,VLan30,IT,Desktop,HTTPS,631,4.48,9,NO,TEMA
905,906,2026-04-24 17:50:00,VLan10,HR,Router,SMTP,262,4.56,1,NO,TEMA
906,907,2026-03-13 03:50:00,VLan10,HR,Laptop,SSH,285,4.33,7,NO,Tamale
907,908,2026-04-15 12:10:00,VLan10,HR,Mobile,SMTP,121,4.15,9,NO,KUMASI
908,909,2026-01-24 08:07:00,VLan20,Finance,Router,HTTP,415,3.21,10,NO,Tamale
909,910,2026-04-18 11:25:00,VLan10,HR,Laptop,DNS,613,0.25,8,NO,KUMASI
910,911,2026-04-18 23:58:00,VLan30,IT,Desktop,FTP,750,4.11,2,NO,Tamale
911,912,2026-02-16 19:13:00,VLan20,Finance,Laptop,HTTPS,675,0.16,8,NO,Tamale
912,913,2026-01-23 15:21:00,VLan20,Finance,Server,SSH,473,0.38,14,NO,Tamale
913,914,2026-04-20 10:15:00,VLan10,HR,Laptop,HTTP,494,2.48,11,NO,TEMA
914,915,2026-03-07 22:40:00,VLan20,Finance,Router,FTP,109,1.14,14,NO,KUMASI
915,916,2026-01-07 13:38:00,VLan40,Sales,Mobile,SSH,607,3.38,1,NO,ACCRA
916,917,2026-03-10 09:11:00,VLan10,HR,Laptop,HTTPS,663,3.69,13,NO,KUMASI
917,918,2026-01-30 22:50:00,VLan20,Finance,Laptop,SMTP,264,4.25,6,NO,KUMASI
918,919,2026-04-19 18:46:00,VLan10,HR,Router,SSH,159,0.46,1,NO,TEMA
919,920,2026-03-06 16:15:00,VLan10,HR,Server,SMTP,491,2.43,4,NO,TAKORADI
920,921,2026-04-16 22:30:00,VLan10,HR,Mobile,SSH,479,0.22,15,NO,TAKORADI
921,922,2026-03-28 23:32:00,VLan20,Finance,Laptop,HTTP,515,1.94,9,NO,ACCRA
922,923,2026-02-02 00:22:00,VLan10,HR,Mobile,DNS,592,3.9,1,NO,TEMA
923,924,2026-01-17 05:04:00,VLan10,HR,Router,HTTP,323,3.42,2,NO,TAKORADI
924,925,2026-04-10 01:13:00,VLan20,Finance,Router,HTTP,552,4.65,4,NO,Tamale
925,926,2026-03-31 02:01:00,VLan10,HR,Router,HTTP,190,0.1,8,NO,ACCRA
926,927,2026-02-25 01:15:00,VLan30,IT,Server,SMTP,831,2.53,3,NO,Tamale
927,928,2026-02-19 02:03:00,VLan10,HR,Mobile,SSH,527,2.1,7,NO,TAKORADI
928,929,2026-04-19 00:41:00,VLan30,IT,Laptop,SMTP,1054,2.29,9,NO,ACCRA
929,930,2026-04-14 06:40:00,VLan20,Finance,Desktop,SMTP,146,4.91,12,NO,TAKORADI
930,931,2026-01-28 02:11:00,VLan10,HR,Mobile,HTTPS,201,2.13,7,NO,ACCRA
931,932,2026-03-11 18:25:00,VLan10,HR,Desktop,HTTP,671,1.35,6,NO,Tamale
932,933,2026-02-05 21:45:00,VLan20,Finance,Server,SMTP,411,3.48,8,NO,Tamale
933,934,2026-01-04 09:41:00,VLan10,HR,Laptop,HTTP,217,0.14,12,NO,TEMA
934,935,2026-02-21 07:07:00,VLan40,Sales,Desktop,HTTPS,389,1.29,4,NO,Tamale
935,936,2026-01-12 04:40:00,VLan30,IT,Laptop,DNS,1176,0.89,10,NO,KUMASI
936,937,2026-04-14 10:15:00,VLan20,Finance,Laptop,HTTP,115,2.26,0,NO,Tamale
937,938,2026-02-18 07:03:00,VLan40,Sales,Mobile,DNS,605,2.33,2,NO,TAKORADI
938,939,2026-01-10 06:42:00,VLan40,Sales,Mobile,DNS,406,0.97,12,NO,TAKORADI
939,940,2026-03-09 12:37:00,VLan10,HR,Mobile,SSH,118,3.45,1,NO,TEMA
940,941,2026-03-13 13:48:00,VLan30,IT,Router,SMTP,970,1.59,10,NO,TAKORADI
941,942,2026-02-15 02:05:00,VLan10,HR,Server,SMTP,262,4.05,14,NO,TAKORADI
942,943,2026-01-05 08:54:00,VLan10,HR,Router,SMTP,496,2.21,10,NO,Tamale
943,944,2026-01-19 03:01:00,VLan30,IT,Laptop,HTTPS,962,3.4,1,NO,TEMA
944,945,2026-02-16 15:09:00,VLan10,HR,Laptop,FTP,598,2.38,14,NO,ACCRA
945,946,2026-02-04 15:49:00,VLan10,HR,Server,SMTP,399,1.1,2,NO,KUMASI
946,947,2026-04-20 11:15:00,VLan10,HR,Mobile,HTTPS,591,2.93,0,NO,TAKORADI
947,948,2026-01-09 19:14:00,VLan10,HR,Mobile,FTP,303,2.88,11,NO,TAKORADI
948,949,2026-01-27 16:46:00,VLan20,Finance,Mobile,DNS,598,0.46,1,NO,TAKORADI
949,950,2026-02-11 11:43:00,VLan40,Sales,Server,HTTP,327,4.0,12,NO,TEMA
950,951,2026-04-14 20:03:00,VLan20,Finance,Router,HTTPS,589,3.92,9,NO,TAKORADI
951,952,2026-03-03 17:09:00,VLan30,IT,Mobile,SSH,910,1.3,2,YES,TEMA
952,953,2026-02-23 13:24:00,VLan20,Finance,Desktop,SSH,611,2.76,14,NO,ACCRA
953,954,2026-02-20 14:17:00,VLan10,HR,Desktop,HTTP,293,1.3,11,NO,TEMA
954,955,2026-03-01 23:18:00,VLan40,Sales,Server,DNS,308,3.18,9,NO,TEMA
955,956,2026-02-06 04:41:00,VLan20,Finance,Laptop,SMTP,643,3.16,5,NO,ACCRA
956,957,2026-03-05 22:11:00,VLan10,HR,Server,FTP,503,2.85,3,NO,TAKORADI
957,958,2026-03-10 08:13:00,VLan30,IT,Laptop,SSH,990,0.28,2,YES,Tamale
958,959,2026-04-27 03:44:00,VLan40,Sales,Desktop,DNS,113,0.6,10,NO,TEMA
959,960,2026-03-22 12:05:00,VLan30,IT,Laptop,SSH,1016,1.68,8,YES,ACCRA
960,961,2026-03-05 07:31:00,VLan20,Finance,Desktop,SSH,409,4.58,8,NO,Tamale
961,962,2026-02-26 03:56:00,VLan20,Finance,Desktop,SMTP,691,0.06,0,NO,Tamale
962,963,2026-03-30 15:20:00,VLan10,HR,Laptop,SSH,354,4.77,10,NO,TEMA
963,964,2026-01-19 16:22:00,VLan30,IT,Server,HTTP,591,1.41,7,NO,Tamale
964,965,2026-03-28 21:26:00,VLan20,Finance,Router,DNS,464,1.56,6,NO,KUMASI
965,966,2026-01-31 11:01:00,VLan20,Finance,Router,HTTP,294,4.24,14,NO,Tamale
966,967,2026-04-17 13:17:00,VLan30,IT,Mobile,HTTPS,600,4.3,1,NO,ACCRA
967,968,2026-02-04 20:48:00,VLan20,Finance,Server,SSH,108,0.16,6,NO,Tamale
968,969,2026-03-19 03:36:00,VLan30,IT,Laptop,HTTP,803,4.46,2,NO,KUMASI
969,970,2026-02-15 05:23:00,VLan20,Finance,Server,HTTPS,664,0.76,3,NO,KUMASI
970,971,2026-03-31 14:32:00,VLan30,IT,Desktop,HTTP,922,2.75,5,NO,KUMASI
971,972,2026-01-13 01:47:00,VLan20,Finance,Desktop,HTTPS,558,0.36,0,NO,Tamale
972,973,2026-02-02 04:17:00,VLan10,HR,Server,HTTPS,276,2.93,6,NO,KUMASI
973,974,2026-04-04 12:06:00,VLan20,Finance,Router,FTP,396,4.82,15,NO,KUMASI
974,975,2026-01-09 06:08:00,VLan10,HR,Laptop,DNS,239,2.81,9,NO,Tamale
975,976,2026-02-15 22:34:00,VLan20,Finance,Mobile,SMTP,406,2.6,11,NO,TAKORADI
976,977,2026-04-30 18:29:00,VLan20,Finance,Router,DNS,135,2.61,13,NO,TAKORADI
977,978,2026-01-28 00:42:00,VLan30,IT,Mobile,HTTP,1085,2.62,2,NO,Tamale
978,979,2026-02-17 16:55:00,VLan20,Finance,Desktop,FTP,360,1.18,14,NO,ACCRA
979,980,2026-03-15 22:10:00,VLan30,IT,Server,HTTPS,962,1.56,10,NO,TEMA
980,981,2026-01-17 00:01:00,VLan10,HR,Laptop,FTP,525,3.05,0,NO,TAKORADI
981,982,2026-03-14 04:45:00,VLan10,HR,Router,HTTPS,520,4.89,10,NO,KUMASI
982,983,2026-02-27 09:45:00,VLan40,Sales,Server,FTP,660,1.3,6,NO,Tamale
983,984,2026-04-11 19:53:00,VLan30,IT,Laptop,DNS,952,2.13,0,NO,KUMASI
984,985,2026-04-14 08:22:00,VLan30,IT,Desktop,HTTPS,656,3.3,6,NO,TEMA
985,986,2026-03-19 04:08:00,VLan30,IT,Router,SSH,503,4.26,3,NO,TEMA
986,987,2026-02-08 18:07:00,VLan40,Sales,Desktop,SMTP,654,4.19,9,NO,TAKORADI
987,988,2026-04-18 02:26:00,VLan10,HR,Server,SSH,671,4.52,15,NO,TAKORADI
988,989,2026-03-12 16:10:00,VLan40,Sales,Router,HTTPS,152,1.24,13,NO,KUMASI
989,990,2026-01-10 13:52:00,VLan20,Finance,Mobile,SMTP,572,3.39,2,NO,ACCRA
990,991,2026-02-12 01:46:00,VLan10,HR,Router,HTTPS,250,3.08,4,NO,KUMASI
991,992,2026-01-12 18:01:00,VLan30,IT,Laptop,DNS,911,0.72,13,NO,ACCRA
992,993,2026-01-21 12:43:00,VLan10,HR,Mobile,SMTP,142,0.34,2,NO,ACCRA
993,994,2026-04-12 07:05:00,VLan10,HR,Desktop,HTTP,312,0.64,3,NO,ACCRA
994,995,2026-04-25 10:57:00,VLan20,Finance,Mobile,FTP,563,2.01,2,NO,TEMA
995,996,2026-02-22 05:22:00,VLan10,HR,Desktop,HTTPS,630,0.79,1,NO,Tamale
996,997,2026-01-02 15:04:00,VLan10,HR,Desktop,HTTPS,698,3.19,9,NO,KUMASI
997,998,2026-02-02 08:13:00,VLan10,HR,Laptop,HTTPS,531,1.39,13,NO,TEMA
998,999,2026-04-28 09:46:00,VLan10,HR,Mobile,SSH,557,1.9,9,NO,KUMASI
999,1000,2026-03-28 10:03:00,VLan10,HR,Laptop,DNS,256,4.53,0,NO,KUMASI
1000,1001,2026-03-13 17:07:00,VLan20,Finance,Router,SMTP,585,2.06,4,NO,ACCRA
1001,1002,2026-02-13 15:39:00,VLan40,Sales,Server,SSH,306,3.16,10,NO,ACCRA
1002,1003,2026-03-07 15:16:00,VLan20,Finance,Router,FTP,308,2.7,10,NO,Tamale
1003,1004,2026-01-28 22:08:00,VLan20,Finance,Router,SMTP,462,1.86,12,NO,TEMA
1004,1005,2026-03-13 08:30:00,VLan10,HR,Mobile,DNS,590,3.42,8,NO,ACCRA
1005,1006,2026-03-28 05:52:00,VLan20,Finance,Desktop,DNS,489,1.86,3,NO,TEMA
1006,1007,2026-02-20 23:13:00,VLan10,HR,Laptop,DNS,499,1.9,11,NO,TAKORADI
1007,1008,2026-03-03 20:16:00,VLan10,HR,Laptop,SMTP,208,4.08,8,NO,TAKORADI
1008,1009,2026-02-18 15:58:00,VLan10,HR,Router,DNS,447,2.79,15,NO,KUMASI
1009,1010,2026-01-28 00:03:00,VLan40,Sales,Router,DNS,618,2.06,9,NO,Tamale
1010,1011,2026-04-14 13:45:00,VLan40,Sales,Router,SSH,590,3.16,9,NO,KUMASI
1011,1012,2026-03-02 04:53:00,VLan20,Finance,Server,DNS,366,1.29,7,NO,Tamale
1012,1013,2026-02-13 17:24:00,VLan10,HR,Router,HTTPS,169,3.89,14,NO,TEMA
1013,1014,2026-02-06 19:10:00,VLan40,Sales,Mobile,DNS,618,1.15,7,NO,KUMASI
1014,1015,2026-04-16 21:32:00,VLan30,IT,Laptop,SSH,610,2.32,2,NO,Tamale
1015,1016,2026-03-07 09:19:00,VLan10,HR,Desktop,SMTP,354,0.48,6,NO,KUMASI
1016,1017,2026-03-19 04:13:00,VLan10,HR,Server,HTTPS,173,2.03,11,NO,TEMA
1017,1018,2026-02-10 11:34:00,VLan10,HR,Mobile,SSH,552,4.21,4,NO,TAKORADI
1018,1019,2026-03-23 18:27:00,VLan30,IT,Laptop,DNS,834,0.79,9,NO,TEMA
1019,1020,2026-02-06 00:11:00,VLan10,HR,Router,DNS,559,1.98,8,NO,Tamale
